Cluster_Label,Biomarker,Relations
nfl,Increased delta-band power,"[{'article': 'PMC3914466.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]"
nfl,Plasma NfL,"[{'article': 'PMC8480485.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]"
nfl,Delta band activity,"[{'article': 'PMC6370863.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
nfl,NFL,"[{'article': 'PMC4936020.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4936020.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4936020.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': ""Alzheimer's Disease progression""}, {'article': 'PMC4936020.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC4936020.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Acute tissue damage in Alzheimer's Disease patients""}, {'article': 'PMC5067556.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease prognosis""}, {'article': 'PMC5067556.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Neurodegeneration in Alzheimer's Disease""}, {'article': 'PMC6182869.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}, {'article': 'PMC9202553.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC9202553.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC9202553.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC9202553.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence of Alzheimer's disease-related neuropathological features""}, {'article': 'PMC9202553.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
nfκb,NFκB,"[{'article': 'PMC6921051.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Alzheimer's Disease""}]"
nfκb,network failure quotient (NFQ),"[{'article': 'PMC8530186.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}]"
nfκb,NF-κB,"[{'article': 'PMC11274940.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Neuroinflammation in Alzheimer's Disease""}, {'article': 'PMC5105117.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': ""Inflammation in Alzheimer's Disease patients""}, {'article': 'PMC6211704.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease progression""}]"
nfκb,Neural Flexibility Quotient (NFQ),"[{'article': 'PMC8530186.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Alzheimer's Disease""}]"
NGF,mature NGF,"[{'article': 'PMC3706879.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
NGF,Nrf2,"[{'article': 'PMC4159858.txt', 'relationship': 'IS_TARGET_OF_TREATMENT', 'object': ""Alzheimer's Disease treatment mechanism""}, {'article': 'PMC6921051.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Alzheimer's Disease""}]"
NGF,NRF2,"[{'article': 'PMC8868383.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Antioxidant response in Alzheimer's Disease""}, {'article': 'PMC8868383.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': 'Response: Activation of antioxidant response element (ARE) genes'}]"
NGF,NGF,"[{'article': 'PMC11274940.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}, {'article': 'PMC3543237.txt', 'relationship': 'RELATED_TREATMENT', 'object': ""Alzheimer's Disease""}, {'article': 'PMC3543237.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC3543237.txt', 'relationship': 'RELATED_TREATMENT', 'object': ""Treatment: Alzheimer's Disease""}, {'article': 'PMC3543237.txt', 'relationship': 'GUIDES_TREATMENT_SELECTION', 'object': ""Treatment Selection: Alzheimer's Disease""}, {'article': 'PMC3543237.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Outcome: Weight loss and back pain in Alzheimer's Disease patients""}, {'article': 'PMC3543237.txt', 'relationship': 'RELATED_TREATMENT', 'object': ""Treatment of Alzheimer's Disease""}, {'article': 'PMC3543237.txt', 'relationship': 'GUIDES_TREATMENT_SELECTION', 'object': ""Guiding treatment selection for Alzheimer's Disease""}, {'article': 'PMC3543237.txt', 'relationship': 'RELATED_TREATMENT', 'object': ""Treatment of Alzheimer's Disease""}, {'article': 'PMC3543237.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnosis of Alzheimer's Disease""}, {'article': 'PMC3543237.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': ""Response to treatment in Alzheimer's Disease""}, {'article': 'PMC3543237.txt', 'relationship': 'GUIDES_TREATMENT_SELECTION', 'object': ""Treatment selection for Alzheimer's Disease""}, {'article': 'PMC3543237.txt', 'relationship': 'RELATED_TREATMENT', 'object': ""Alzheimer's Disease""}, {'article': 'PMC3706879.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Cognitive improvement in Alzheimer's Disease mice""}, {'article': 'PMC3706879.txt', 'relationship': 'RELATED_TREATMENT', 'object': ""Treatment of Alzheimer's Disease""}, {'article': 'PMC3706879.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""J147 treatment in Alzheimer's Disease mice""}, {'article': 'PMC3706879.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'Cholinergic neuronal morphology and memory improvement'}, {'article': 'PMC3706879.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Cognitive Performance in Alzheimer's Disease""}, {'article': 'PMC3706879.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC3706879.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4675859.txt', 'relationship': 'INCREASES', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4908397.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Neurogenesis and neuronal/glial maturation'}, {'article': 'PMC4908397.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4936020.txt', 'relationship': 'IS_TARGET_OF_TREATMENT', 'object': ""Alzheimer's Disease therapy""}, {'article': 'PMC4936020.txt', 'relationship': 'RELATED_TREATMENT', 'object': ""Treatment: Nerve growth factor (NGF) release for Alzheimer's Disease therapy""}, {'article': 'PMC5427593.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}, {'article': 'PMC5427593.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Improved cognitive function in AD models'}, {'article': 'PMC6130053.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""NGF release is induced by NBM activity, which may be associated with improved prognosis in Alzheimer's Disease.""}, {'article': 'PMC6130053.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': 'Neuronal survival'}, {'article': 'PMC6406356.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6893800.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Elevated neurotrophin levels indicating improved cognitive function in Alzheimer's Disease""}, {'article': 'PMC6893800.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Improved cognitive function and performance'}, {'article': 'PMC6893800.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Neuronal plasticity and cognitive enhancement in Alzheimer's Disease""}, {'article': 'PMC6893800.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Improved cognitive performance in Alzheimer's Disease""}, {'article': 'PMC6893800.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC9108275.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Treatment response in Alzheimer's Disease""}, {'article': 'PMC9108275.txt', 'relationship': 'RESPONDED_TO', 'object': 'Transcranial Electromagnetic Treatment (TEMT)'}, {'article': 'PMC9108275.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': ""Treatment Response in Alzheimer's Disease""}]"
NGF,RNFL thickness,"[{'article': 'PMC4529274.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease prognosis""}, {'article': 'PMC4529274.txt', 'relationship': 'GUIDES_TREATMENT_SELECTION', 'object': ""treatment selection in Alzheimer's Disease""}, {'article': 'PMC4529274.txt', 'relationship': 'DIAGNOSTIC_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4529274.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4529274.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6445433.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Disease progression in Alzheimer's Disease""}]"
NGF,RNFL,"[{'article': 'PMC4529274.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC4529274.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'Prognosis: Correlated with MMSE scores in AD patients'}, {'article': 'PMC4529274.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Presence: Retinal nerve fiber layer thickness is a useful tool for AD diagnosis'}, {'article': 'PMC4529274.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC4529274.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Alzheimer's Disease progression""}]"
nicotinic,Nicotinic α7 receptors,"[{'article': 'PMC4890804.txt', 'relationship': 'DIAGNOSTIC_OF', 'object': ""Alzheimer's Disease""}]"
nicotinic,α7 nicotinic acetylcholine receptor (α7nAChR),"[{'article': 'PMC5516350.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}]"
nicotinic,Nicotinic binding,"[{'article': 'PMC4936020.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Correlated with cognitive changes in Alzheimer's Disease""}]"
nicotinic,α7 nicotinic acetylcholine receptors (α7 nAChRs),"[{'article': 'PMC4174765.txt', 'relationship': 'DIAGNOSTIC_OF', 'object': ""Diagnosis: Alzheimer's Disease""}, {'article': 'PMC4174765.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Presence: Aβ oligomers binding and synaptic plasticity changes'}, {'article': 'PMC4174765.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnosis: Alzheimer's Disease progression""}]"
nlrp3,NLRP3 inflammasome,"[{'article': 'PMC6916654.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Presence: IL-1β maturation and release'}]"
nlrp3,lvPPA,"[{'article': 'PMC8615710.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
nlrp3,LRP-1,"[{'article': 'PMC9321013.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Suppression of microglial activation and Alzheimer's Disease progression""}]"
nlrp3,sLRP1,"[{'article': 'PMC9393528.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Diagnose: Alzheimer’s Disease'}, {'article': 'PMC9393528.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}, {'article': 'PMC9393528.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC9393528.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Cognitive function in Alzheimer's Disease""}, {'article': 'PMC9393528.txt', 'relationship': 'ASSOCIATED_WITH', 'object': ""Blood-brain barrier (BBB) integrity in Alzheimer's Disease (AD)""}, {'article': 'PMC9393528.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'Cognitive decline in AD'}, {'article': 'PMC9393528.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Differentiate AD from mixed dementia phenotypes'}]"
nlrp3,LRP1,"[{'article': 'PMC4615808.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Aβ efflux and degradation in Alzheimer's Disease""}, {'article': 'PMC4679337.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}, {'article': 'PMC9393528.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
nlrp3,NLRP3,"[{'article': 'PMC11274940.txt', 'relationship': 'RELATED_TREATMENT', 'object': 'Target for treatment: Ameliorated Aβ pathology and improved cognitive deficits.'}, {'article': 'PMC11274940.txt', 'relationship': 'IS_TARGET_OF_TREATMENT', 'object': 'Treatment: JC124'}, {'article': 'PMC6357742.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC7674923.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Reduced inflammation and enhanced motor function recovery in Alzheimer's Disease""}]"
nmds,NMDS criteria,"[{'article': 'PMC3407718.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]"
nmds,NINCDS/ADRDA criteria,"[{'article': 'PMC5067903.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}]"
nmds,Global Deterioration Scale (GDS) score,"[{'article': 'PMC6794759.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Severity of dementia in Alzheimer's Disease""}]"
nmds,Gd-DOTA concentration,"[{'article': 'PMC8905724.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': 'Monitoring: Blood-brain barrier disruption efficacy'}]"
nmds,129Xe retention parameter,"[{'article': 'PMC9314594.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}]"
nmds,Temporal Decline Percentage (TDP),"[{'article': 'PMC5147824.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Cognitive decline in Alzheimer's Disease""}]"
nmed,NMED,"[{'article': 'PMC4922661.txt', 'relationship': 'PREDICTS', 'object': ""Change in body mass (∆BM) in women with Alzheimer's Disease""}]"
nmed,NME8,"[{'article': 'PMC4617238.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease immune response""}, {'article': 'PMC4876682.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': 'Associated with decreased LOAD risk'}, {'article': 'PMC4876682.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Associated with cognitive decline and elevated tau levels'}, {'article': 'PMC4876682.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Alzheimer’s Disease'}]"
norepinephrine,Norepinephrine,"[{'article': 'PMC10001958.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Alzheimer's Disease""}, {'article': 'PMC4487699.txt', 'relationship': 'RESPONDED_TO', 'object': ""rTMS treatment in Alzheimer's Disease""}]"
norepinephrine,norepinephrine,"[{'article': 'PMC7698404.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}]"
norepinephrine,Norepinephrine (NE),"[{'article': 'PMC9340683.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Alzheimer's Disease""}]"
npi,NPI,"[{'article': 'PMC2194921.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Neuropsychiatric Symptoms in Alzheimer's Disease""}, {'article': 'PMC3218804.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Neuropsychiatric symptoms in Alzheimer's Disease""}, {'article': 'PMC3481364.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Neuropsychiatric symptoms in Alzheimer's Disease""}, {'article': 'PMC3580400.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease prognosis""}, {'article': 'PMC3748825.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Neuropsychiatric symptoms in Alzheimer's Disease""}, {'article': 'PMC4324943.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Dementia-related behaviors in Alzheimer's Disease""}, {'article': 'PMC4396171.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC4481070.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4918115.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Neuropsychiatric Symptoms in Alzheimer's Disease""}, {'article': 'PMC4922661.txt', 'relationship': 'PREDICTS', 'object': ""Change in body mass (∆BM) in women with Alzheimer's Disease""}, {'article': 'PMC8439008.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC4069047.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC5067903.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC5067903.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6260857.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Behavioral disturbance in Alzheimer's Disease""}, {'article': 'PMC6646979.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Neuropsychiatric Symptoms in Alzheimer's Disease""}, {'article': 'PMC7364345.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': ""Treatment with rotigotine in Alzheimer's Disease""}, {'article': 'PMC7674649.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Assess self-management in Alzheimer's Disease""}, {'article': 'PMC7674649.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Assess sleep quality in Alzheimer's Disease""}, {'article': 'PMC7674649.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Assess motivation in Alzheimer's Disease""}, {'article': 'PMC7745768.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Neuropsychiatric symptoms in Alzheimer's Disease""}, {'article': 'PMC7749592.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Neuropsychiatric symptoms in Alzheimer's Disease""}, {'article': 'PMC7798342.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Neuropsychiatric symptoms in Alzheimer's Disease""}, {'article': 'PMC7889418.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""BPSD in Alzheimer's Disease patients""}, {'article': 'PMC7995588.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': 'Improvement in Neuropsychiatric Inventory scores at week 12'}, {'article': 'PMC7995588.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Monitoring: Neuropsychiatric symptoms in patients with Alzheimer's Disease""}, {'article': 'PMC9340683.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnosis of Alzheimer's Disease""}]"
npi,NPID+A,"[{'article': 'PMC8795741.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Changes in NPID+A scores reflect prognosis of mood and cognitive impairment in Alzheimer's Disease""}]"
npi,NPI-Q,"[{'article': 'PMC8386362.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': ""Treatment efficacy in Alzheimer's Disease""}]"
npi,NPI-NH total,"[{'article': 'PMC8317398.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Diagnose: Neuropsychiatric symptoms in dementia'}]"
npi,NPI-NH,"[{'article': 'PMC8127192.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Neuropsychiatric symptoms in Alzheimer's Disease""}]"
npi,CGA-NPI,"[{'article': 'PMC8439008.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}, {'article': 'PMC8570037.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Neuropsychiatric symptoms in Alzheimer's Disease""}, {'article': 'PMC5546604.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Neuropsychiatric symptoms in Alzheimer's Disease""}]"
npi,NPI scores,"[{'article': 'PMC7364345.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Behavioral symptoms in Alzheimer's Disease""}]"
npi,NPI total score,"[{'article': 'PMC4401690.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Neuropsychiatric symptom profiles in Alzheimer's Disease patients""}, {'article': 'PMC8436545.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Behavioural and psychological symptoms in Alzheimer’s Disease'}]"
npi-q,NPI-Q Depression,"[{'article': 'PMC4307822.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]"
npi-q,NPI-NH Psychosis,"[{'article': 'PMC8317398.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Indicates presence of: Psychosis in dementia patients'}]"
npi-q,NPI-NH Agitation,"[{'article': 'PMC8317398.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Indicates presence of: Agitation in dementia patients'}]"
npi-q,NPI-NH Affective symptoms,"[{'article': 'PMC8317398.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Indicates presence of: Affective symptoms in dementia'}]"
npy,NPY,"[{'article': 'PMC3534053.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}, {'article': 'PMC3534053.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease prognosis""}, {'article': 'PMC3534053.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC3534053.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'GABAergic interneurons in the hilus'}, {'article': 'PMC6174237.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6174237.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6174237.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6174237.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Metabolic and cardiovascular diseases'}]"
npy,NPE,"[{'article': 'PMC5297247.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Aβ Degradation'}]"
npy,NPs,"[{'article': 'PMC5144753.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]"
nsp,NSP subfield volume,"[{'article': 'PMC10127414.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
nsp,Ch3 subfield volume,"[{'article': 'PMC10127414.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
nsp,Ch4p subfield volume,"[{'article': 'PMC10127414.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
nsp,Ch4a-i subfield volume,"[{'article': 'PMC10127414.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
nsp,Ch1/2 subfield volume,"[{'article': 'PMC10127414.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
number,Number of medications (NMED),"[{'article': 'PMC4922661.txt', 'relationship': 'PREDICTS_PRESENCE_OF', 'object': ""Weight loss in women with Alzheimer's Disease""}]"
number,Number of medications,"[{'article': 'PMC4922661.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Weight loss in female Alzheimer's Disease patients""}]"
olig2,Olig2,"[{'article': 'PMC4899632.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Oligodendrocyte progenitor cells in Alzheimer's Disease""}]"
olig2,NCAM2,"[{'article': 'PMC4674770.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4674770.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4674770.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'Increased proteolysis in AD hippocampus'}, {'article': 'PMC4674770.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4674770.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': ""Synaptic accumulation and proteolysis in Alzheimer's Disease""}, {'article': 'PMC4674770.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4674770.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4674770.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Synaptic dysfunction in Alzheimer's Disease""}, {'article': 'PMC4674770.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC4674770.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence of Alzheimer's Disease""}, {'article': 'PMC4674770.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': 'Increased cleavage of NCAM2 in AD brains, particularly in synaptosomes'}, {'article': 'PMC4674770.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease progression""}, {'article': 'PMC4674770.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': 'Neuronal response to Aβ1-42 treatment'}, {'article': 'PMC4674770.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}]"
olig2,SHIP2,"[{'article': 'PMC9962062.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}]"
olig2,PEN2,"[{'article': 'PMC7389451.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC7389451.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence of Alzheimer's Disease""}]"
olig2,CMRO2,"[{'article': 'PMC3467226.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Alzheimer's Disease""}]"
olig2,I2PP2A,"[{'article': 'PMC4485995.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease through inhibition of PP2A activity""}]"
olig2,I2BS,"[{'article': 'PMC8481830.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Astrocytosis in Alzheimer's Disease""}]"
olig2,Navβ2,"[{'article': 'PMC4304279.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence of: Alzheimer's Disease""}]"
olig2,CD2AP,"[{'article': 'PMC4876682.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Alzheimer’s Disease'}]"
